FeatureCode,DateCode,Measurement,Units,Value,Age of Dwelling,Type Of Dwelling,Number of Bedrooms,Type Of Tenure,Household Type,Fuel Poverty
S12000036,2017-2019,Percent,Percent of households in extreme fuel poverty,12.9,All,All,All,All,Other,Extreme Fuel Poor
S12000049,2015-2017,Percent,Percent of households in extreme fuel poverty,23.7,All,All,All,Private Rented,All,Extreme Fuel Poor
S12000018,2017-2019,Percent,Percent of households in extreme fuel poverty,11.7,All,Houses,All,All,All,Extreme Fuel Poor
S12000014,2017-2019,Percent,Percent of households in extreme fuel poverty,11.7,All,Flats,All,All,All,Extreme Fuel Poor
S12000050,2015-2017,Percent,Percent of households in extreme fuel poverty,4.7,All,All,All,Owner Occupied,All,Extreme Fuel Poor
S12000050,2015-2017,Percent,Percent of households in extreme fuel poverty,6.9,All,Houses,All,All,All,Extreme Fuel Poor
S12000049,2015-2017,Percent,Percent of households in extreme fuel poverty,11.9,All,All,All,Social Rented,All,Extreme Fuel Poor
S12000049,2014-2016,Percent,Percent of households in extreme fuel poverty,29.2,All,All,All,Private Rented,All,Extreme Fuel Poor
S12000049,2014-2016,Percent,Percent of households in extreme fuel poverty,16.2,All,All,All,Social Rented,All,Extreme Fuel Poor
S12000049,2014-2016,Percent,Percent of households in extreme fuel poverty,6.7,All,All,All,All,Older,Extreme Fuel Poor
S12000028,2017-2019,Percent,Percent of households in extreme fuel poverty,12.8,All,All,All,All,Older,Extreme Fuel Poor
S12000033,2017-2019,Percent,Percent of households in extreme fuel poverty,12.8,All,All,All,All,All,Extreme Fuel Poor
S12000006,2017-2019,Percent,Percent of households in extreme fuel poverty,12.8,All,All,All,All,Other,Extreme Fuel Poor
S92000003,2019,Percent,Percent of households in extreme fuel poverty,15.5,All,All,All,All,Other,Extreme Fuel Poor
S12000039,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,8.9,All,Houses,All,All,All,Extreme Fuel Poor
S12000018,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,23.2,All,Houses,All,All,All,Extreme Fuel Poor
S12000040,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,14.1,All,Houses,All,All,All,Extreme Fuel Poor
S12000019,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,17.1,All,Houses,All,All,All,Extreme Fuel Poor
S12000041,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,28.6,All,Flats,All,All,All,Extreme Fuel Poor
S12000034,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,26.4,All,Flats,All,All,All,Extreme Fuel Poor
S92000003,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,12.8,All,Houses,All,All,All,Extreme Fuel Poor
S12000038,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,11,All,Houses,All,All,All,Extreme Fuel Poor
S12000048,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,17.9,All,Houses,All,All,All,Extreme Fuel Poor
S12000049,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,13.2,All,Houses,All,All,All,Extreme Fuel Poor
S12000017,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,28.2,All,Houses,All,All,All,Extreme Fuel Poor
S12000047,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,14.4,All,Houses,All,All,All,Extreme Fuel Poor
S12000027,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,23.3,All,Houses,All,All,All,Extreme Fuel Poor
S12000029,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,17.5,All,Houses,All,All,All,Extreme Fuel Poor
S12000028,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,15.6,All,Houses,All,All,All,Extreme Fuel Poor
S12000033,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,23.1,All,Flats,All,All,All,Extreme Fuel Poor
S12000030,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,14.8,All,Houses,All,All,All,Extreme Fuel Poor
S12000035,2013-2015,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,13.7,All,Houses,All,All,All,Extreme Fuel Poor
S12000026,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,18.8,All,Houses,All,All,All,Extreme Fuel Poor
S12000008,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,20.2,All,Flats,All,All,All,Extreme Fuel Poor
S12000042,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,24.2,All,Flats,All,All,All,Extreme Fuel Poor
S12000028,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,22.3,All,Flats,All,All,All,Extreme Fuel Poor
S12000047,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,23.5,All,Flats,All,All,All,Extreme Fuel Poor
S12000038,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,17.6,All,Flats,All,All,All,Extreme Fuel Poor
S12000026,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,20.4,All,Flats,All,All,All,Extreme Fuel Poor
S12000021,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,9.3,All,Houses,All,All,All,Extreme Fuel Poor
S12000018,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,16.1,All,Flats,All,All,All,Extreme Fuel Poor
S12000049,2017-2019,Percent,Percent of households in extreme fuel poverty,11.8,All,All,All,All,All,Extreme Fuel Poor
S12000020,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,24.9,All,Houses,All,All,All,Extreme Fuel Poor
S12000029,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,9.2,All,Flats,All,All,All,Extreme Fuel Poor
S12000030,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,35,All,Flats,All,All,All,Extreme Fuel Poor
S12000050,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,9.9,All,Houses,All,All,All,Extreme Fuel Poor
S12000013,2017-2019,Percent,Percent of households in extreme fuel poverty,13.8,All,All,All,All,Families,Extreme Fuel Poor
S12000021,2017-2019,Percent,Percent of households in extreme fuel poverty,13.5,All,All,All,Social Rented,All,Extreme Fuel Poor
S12000026,2017-2019,Percent,Percent of households in extreme fuel poverty,13.6,All,All,All,All,All,Extreme Fuel Poor
S12000019,2017-2019,Percent,Percent of households in extreme fuel poverty,12.2,All,All,All,Social Rented,All,Extreme Fuel Poor
S92000003,2017-2019,Percent,Percent of households in extreme fuel poverty,13.8,All,All,All,All,Other,Extreme Fuel Poor
S12000029,2017-2019,Percent,Percent of households in extreme fuel poverty,12.1,All,All,All,All,Other,Extreme Fuel Poor
S12000014,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,17.8,All,Flats,All,All,All,Extreme Fuel Poor
S12000020,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,30.5,All,Flats,All,All,All,Extreme Fuel Poor
S12000050,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,16,All,Flats,All,All,All,Extreme Fuel Poor
S12000021,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,24.1,All,Flats,All,All,All,Extreme Fuel Poor
S12000023,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,25.1,All,Houses,All,All,All,Extreme Fuel Poor
S12000040,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,28.1,All,Flats,All,All,All,Extreme Fuel Poor
S12000035,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,23.3,All,Flats,All,All,All,Extreme Fuel Poor
S12000005,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,16.6,All,Flats,All,All,All,Extreme Fuel Poor
S12000039,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,24.2,All,Flats,All,All,All,Extreme Fuel Poor
S12000045,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,22.5,All,Flats,All,All,All,Extreme Fuel Poor
S12000048,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,41.9,All,Flats,All,All,All,Extreme Fuel Poor
S12000049,2015-2017,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,18.2,All,Flats,All,All,All,Extreme Fuel Poor
S12000050,2013-2015,Percent,Percent of households in extreme fuel poverty,6,All,All,All,All,Older,Extreme Fuel Poor
S12000050,2013-2015,Percent,Percent of households in extreme fuel poverty,9.5,All,All,All,All,All,Extreme Fuel Poor
S12000050,2013-2015,Percent,Percent of households in extreme fuel poverty,10.2,All,Flats,All,All,All,Extreme Fuel Poor
S12000049,2013-2015,Percent,Percent of households in extreme fuel poverty,17.2,All,All,All,All,Families,Extreme Fuel Poor
S12000049,2012-2014,Percent,Percent of households in extreme fuel poverty,18.8,All,All,All,All,All,Extreme Fuel Poor
S12000010,2015-2017,Percent,Percent of households in extreme fuel poverty,10.6,All,All,All,Owner Occupied,All,Extreme Fuel Poor
S12000049,2012-2014,Percent,Percent of households in extreme fuel poverty,15.2,All,Houses,All,All,All,Extreme Fuel Poor
S12000010,2015-2017,Percent,Percent of households in extreme fuel poverty,13.2,All,All,All,All,Other,Extreme Fuel Poor
S12000010,2015-2017,Percent,Percent of households in extreme fuel poverty,19.1,All,All,All,All,Older,Extreme Fuel Poor
S12000045,2015-2017,Percent,Percent of households in extreme fuel poverty,9.6,All,All,All,All,Other,Extreme Fuel Poor
S12000049,2015-2017,Percent,Percent of households in extreme fuel poverty,19.4,All,All,All,All,Other,Extreme Fuel Poor
S12000050,2013-2015,Percent,Percent of households in extreme fuel poverty,14.3,All,All,All,All,Other,Extreme Fuel Poor
S12000036,2015-2017,Percent,Percent of households in extreme fuel poverty,11.3,All,All,All,All,All,Extreme Fuel Poor
S12000006,2017-2019,Percent,Percent of households in extreme fuel poverty,16,All,Houses,All,All,All,Extreme Fuel Poor
S12000008,2017-2019,Percent,Percent of households in extreme fuel poverty,15.9,All,All,All,Social Rented,All,Extreme Fuel Poor
S12000050,2017-2019,Percent,Percent of households in extreme fuel poverty,7.9,All,Houses,All,All,All,Extreme Fuel Poor
S12000017,2017-2019,Percent,Percent of households in extreme fuel poverty,5.7,All,All,All,All,Families,Extreme Fuel Poor
S12000008,2017-2019,Percent,Percent of households in extreme fuel poverty,7.8,All,Houses,All,All,All,Extreme Fuel Poor
S12000045,2017-2019,Percent,Percent of households in extreme fuel poverty,7.8,All,All,All,Owner Occupied,All,Extreme Fuel Poor
S12000050,2017-2019,Percent,Percent of households in extreme fuel poverty,6.5,All,All,All,Owner Occupied,All,Extreme Fuel Poor
S12000049,2013-2015,Percent,Percent of households in extreme fuel poverty,20.8,All,All,All,All,Other,Extreme Fuel Poor
S12000038,2017-2019,Percent,Percent of households in extreme fuel poverty,5.6,All,All,All,All,Families,Extreme Fuel Poor
S12000049,2013-2015,Percent,Percent of households in extreme fuel poverty,9.9,All,All,All,All,Older,Extreme Fuel Poor
S92000003,2014-2016,Percent,Percent of households in extreme fuel poverty,14.7,All,All,All,All,Older,Extreme Fuel Poor
S12000028,2017-2019,Percent,Percent of households in extreme fuel poverty,7.8,All,All,All,All,Families,Extreme Fuel Poor
S92000003,2014-2016,Percent,Percent of households in extreme fuel poverty,8.2,All,All,All,All,Families,Extreme Fuel Poor
S12000049,2012-2014,Percent,Percent of households in extreme fuel poverty,33.3,All,All,All,Private Rented,All,Extreme Fuel Poor
S12000049,2013-2015,Percent,Percent of households in extreme fuel poverty,32.8,All,All,All,Private Rented,All,Extreme Fuel Poor
S12000049,2012-2014,Percent,Percent of households in extreme fuel poverty,11.3,All,All,All,All,Older,Extreme Fuel Poor
S12000049,2012-2014,Percent,Percent of households in extreme fuel poverty,20,All,Flats,All,All,All,Extreme Fuel Poor
S12000049,2013-2015,Percent,Percent of households in extreme fuel poverty,9.9,All,All,All,Owner Occupied,All,Extreme Fuel Poor
S12000050,2013-2015,Percent,Percent of households in extreme fuel poverty,7.4,All,All,All,Owner Occupied,All,Extreme Fuel Poor
S12000049,2013-2015,Percent,Percent of households in extreme fuel poverty,20.5,All,All,All,Social Rented,All,Extreme Fuel Poor
S12000049,2012-2014,Percent,Percent of households in extreme fuel poverty,11.9,All,All,All,Owner Occupied,All,Extreme Fuel Poor
S12000049,2012-2014,Percent,Percent of households in extreme fuel poverty,21.2,All,All,All,Social Rented,All,Extreme Fuel Poor
S12000050,2014-2016,Percent,Percent of households in extreme fuel poverty,6.5,All,Houses,All,All,All,Extreme Fuel Poor
S12000050,2015-2017,Percent,Percent of households in extreme fuel poverty,7.5,All,All,All,All,Other,Extreme Fuel Poor
S12000049,2012-2014,Percent,Percent of households in extreme fuel poverty,21.2,All,All,All,All,Other,Extreme Fuel Poor
S12000050,2014-2016,Percent,Percent of households in extreme fuel poverty,6.3,All,All,All,Owner Occupied,All,Extreme Fuel Poor
S12000050,2015-2017,Percent,Percent of households in extreme fuel poverty,14,All,All,All,Social Rented,All,Extreme Fuel Poor
S12000050,2015-2017,Percent,Percent of households in extreme fuel poverty,8,All,All,All,All,All,Extreme Fuel Poor
S12000050,2015-2017,Percent,Percent of households in extreme fuel poverty,8.5,All,All,All,All,Older,Extreme Fuel Poor
S12000050,2015-2017,Percent,Percent of households in extreme fuel poverty,8.2,All,All,All,All,Families,Extreme Fuel Poor
S12000049,2015-2017,Percent,Percent of households in extreme fuel poverty,14.7,All,Flats,All,All,All,Extreme Fuel Poor
S12000049,2015-2017,Percent,Percent of households in extreme fuel poverty,9.1,All,Houses,All,All,All,Extreme Fuel Poor
S12000049,2015-2017,Percent,Percent of households in extreme fuel poverty,4.9,All,All,All,All,Families,Extreme Fuel Poor
S12000050,2013-2015,Percent,Percent of households in extreme fuel poverty,9.1,All,Houses,All,All,All,Extreme Fuel Poor
S12000050,2014-2016,Percent,Percent of households in extreme fuel poverty,9.9,All,Flats,All,All,All,Extreme Fuel Poor
S12000050,2014-2016,Percent,Percent of households in extreme fuel poverty,8.2,All,All,All,All,Older,Extreme Fuel Poor
S12000050,2014-2016,Percent,Percent of households in extreme fuel poverty,9.9,All,All,All,Social Rented,All,Extreme Fuel Poor
S12000050,2015-2017,Percent,Percent of households in extreme fuel poverty,10.4,All,Flats,All,All,All,Extreme Fuel Poor
S12000050,2014-2016,Percent,Percent of households in extreme fuel poverty,7.6,All,All,All,All,All,Extreme Fuel Poor
S12000049,2014-2016,Percent,Percent of households in extreme fuel poverty,12.6,All,All,All,All,Families,Extreme Fuel Poor
S12000028,2017-2019,Percent,Percent of households in extreme fuel poverty,12.8,All,All,All,All,All,Extreme Fuel Poor
S12000049,2013-2015,Percent,Percent of households in extreme fuel poverty,13.7,All,Houses,All,All,All,Extreme Fuel Poor
S12000049,2014-2016,Percent,Percent of households in extreme fuel poverty,21.2,All,All,All,All,Other,Extreme Fuel Poor
S12000049,2014-2016,Percent,Percent of households in extreme fuel poverty,11.6,All,All,All,Owner Occupied,All,Extreme Fuel Poor
S12000049,2014-2016,Percent,Percent of households in extreme fuel poverty,11.9,All,Houses,All,All,All,Extreme Fuel Poor
S12000049,2012-2014,Percent,Percent of households in extreme fuel poverty,20,All,All,All,All,Families,Extreme Fuel Poor
S92000003,2014-2016,Percent,Percent of households in extreme fuel poverty,15,All,Flats,All,All,All,Extreme Fuel Poor
S12000039,2017-2019,Percent,Percent of households in extreme fuel poverty,6,All,Houses,All,All,All,Extreme Fuel Poor
